0;2084;
1;9500;
2;13459;
3;19333;
4;25542;
5;139541;
6;35625;
7;41125;
8;46500;
9;264000;
10;307292;
11;68750;
12;382125;
13;407542;
14;423916;
15;487416;
16;494834;
17;559000;
18;121042;
19;125750;
20;678584;
21;147541;
22;141458;
23;671875;
24;148500;
25;152500;
26;163208;
27;891875;
28;182625;
29;996292;
30;984083;
31;210917;
32;1076792;
33;224209;
34;231375;
35;242125;
36;1318750;
37;251833;
38;1458375;
39;1374500;
40;1459416;
41;1443958;
42;1539541;
43;1457125;
44;1406375;
45;1588917;
46;1523875;
47;1649667;
48;1538458;
49;287541;
50;297584;
51;1701708;
52;313500;
53;1871958;
54;1847000;
55;327417;
56;2032000;
57;1889708;
58;334541;
59;2068250;
60;1956833;
61;2043625;
62;370125;
63;2116375;
64;2152209;
65;2141583;
66;400541;
67;454125;
68;417458;
69;2341333;
70;428084;
71;436542;
72;449625;
73;2618875;
74;436875;
75;456291;
76;2603000;
77;2716292;
78;2680666;
79;2734583;
80;2769375;
81;501000;
82;507292;
83;510375;
84;512666;
85;518042;
86;535625;
87;3127708;
88;597625;
89;590083;
90;580584;
91;619500;
92;3269458;
93;631042;
94;623625;
95;627834;
96;702542;
97;673542;
98;697708;
99;710500;
100;692708;
101;705416;
102;704500;
103;709291;
104;714833;
105;739334;
106;741333;
107;818833;
108;834625;
109;794417;
110;846417;
111;850500;
112;4595458;
113;4790458;
114;869208;
115;853875;
116;5012834;
117;879375;
118;5275208;
119;927292;
120;954541;
121;970167;
122;980166;
123;992292;
124;1016458;
125;1033000;
126;1044625;
127;6236625;
128;1077250;
129;1091292;
130;6259875;
131;6454625;
132;1160666;
133;6927333;
134;1154333;
135;6645916;
136;6665166;
137;1154209;
138;1144125;
139;1158916;
140;1180000;
141;6661167;
142;1264667;
143;1282041;
144;1422208;
145;7389500;
146;7411500;
147;1359417;
148;1306459;
149;7844917;
150;7878458;
151;7907417;
152;1363333;
153;7748458;
154;1453333;
155;1427792;
156;1450125;
157;8619000;
158;1483084;
159;8743292;
160;1558750;
161;9056333;
162;1628166;
163;1623416;
164;1601083;
165;1672500;
166;9158584;
167;9712084;
168;1654583;
169;1651416;
170;1690875;
171;1783583;
172;9905833;
173;1723083;
174;1726917;
175;1757292;
176;10295625;
177;1825792;
178;1823833;
179;1850042;
180;1969625;
181;1924500;
182;1892417;
183;1905625;
184;2052458;
185;1989959;
186;1969167;
187;1980000;
188;2042167;
189;2096084;
190;2050917;
191;11485791;
192;2179625;
193;12015084;
194;2141042;
195;2224041;
196;12776833;
197;12320208;
198;2213417;
199;2240584;
200;13281209;
201;13054000;
202;2402917;
203;2314959;
204;2308625;
205;13480917;
206;13408959;
207;2420250;
208;14053416;
209;2504459;
210;2449458;
211;2495458;
212;2573542;
213;2580084;
214;14400750;
215;2603791;
216;2623750;
217;2676500;
218;2647208;
219;2633208;
220;15421000;
221;2773833;
222;2752292;
223;15970292;
224;2770500;
225;2791458;
226;2867750;
227;2836583;
228;2956042;
229;2904625;
230;2902458;
231;16939208;
232;3006750;
233;17741750;
234;3002708;
235;17446250;
236;17545291;
237;3134167;
238;3099083;
239;17748750;
240;3211500;
241;3171542;
242;3187292;
243;18277084;
244;3255208;
245;3254541;
246;3441750;
247;3310125;
248;3405125;
249;3400708;
250;3446583;
251;3500917;
252;3423959;
253;3565459;
254;3491125;
255;3636375;
256;3597375;
257;3583917;
258;21142208;
259;3680208;
260;21389791;
261;3693334;
262;3792375;
263;22236875;
264;3766916;
265;3781000;
266;3876083;
267;3859125;
268;3937458;
269;3845875;
270;4017958;
271;3921459;
272;4058666;
273;3986417;
274;23457250;
275;23611166;
276;4091250;
277;4199792;
278;23837625;
279;4157167;
280;4280541;
281;4213292;
282;4347916;
283;4318833;
284;4355875;
285;4352750;
286;4452750;
287;4433583;
288;4407125;
289;4634167;
290;4457791;
291;4694042;
292;26459792;
293;4609250;
294;4621166;
295;4673042;
296;26499667;
297;4640125;
298;4822209;
299;4843959;
300;4810083;
301;4898750;
302;29243542;
303;4969750;
304;28522875;
305;4966917;
306;28894292;
307;29186417;
308;29147583;
309;5096875;
310;5152834;
311;5175833;
312;5214333;
313;5160750;
314;5287041;
315;30877917;
316;30264250;
317;5482500;
318;5593291;
319;5337167;
320;5427208;
321;5409541;
322;5420292;
323;5692333;
324;32336291;
325;32523083;
326;32342542;
327;32236208;
328;5648667;
329;5781292;
330;5793833;
331;5727542;
332;34165750;
333;34272417;
334;34122167;
335;34664333;
336;6002625;
337;5924917;
338;6091292;
339;6200208;
340;5981166;
341;6210375;
342;6236792;
343;35709792;
344;36366000;
345;35783458;
346;6361333;
347;36180458;
348;6392875;
349;6529792;
350;6405667;
351;37781000;
352;6557500;
353;38729042;
354;6732875;
355;38036833;
356;39189958;
357;37995708;
358;38750500;
359;6718209;
360;6828459;
361;39961917;
362;6826833;
363;6918459;
364;39881667;
365;6950208;
366;6974750;
367;39891250;
368;7103792;
369;7144667;
370;40845458;
371;7255875;
372;41620916;
373;7452291;
374;40885875;
375;7382333;
376;41802167;
377;43165209;
378;7378000;
379;7480541;
380;43580625;
381;7540708;
382;7624250;
383;7702583;
384;7639292;
385;7718334;
386;44554334;
387;7755125;
388;7857875;
389;7891667;
390;46129708;
391;47341125;
392;8015708;
393;8076708;
394;8019083;
395;46847792;
396;47465209;
397;46864375;
398;46896875;
399;47423292;
400;8276208;
401;48327083;
402;8360459;
403;8389084;
404;48636208;
405;8501458;
406;48230417;
407;49326334;
408;49687916;
409;50451459;
410;50338375;
411;51782250;
412;50844125;
413;51244625;
414;50927250;
415;8941250;
416;51893209;
417;51438792;
418;52896292;
419;9047583;
420;51851583;
421;9210750;
422;9294834;
423;9315708;
424;53386666;
425;53258583;
426;54491417;
427;9387125;
428;9583916;
429;54372916;
430;56240167;
431;54866292;
432;56254666;
433;9667291;
434;9716084;
435;9832250;
436;57033167;
437;56732000;
438;57384917;
439;10009750;
440;9959000;
441;10115958;
442;57119708;
443;58585917;
444;59095834;
445;10152625;
446;10266000;
447;59919583;
448;60405208;
449;10425375;
450;10359417;
451;10527834;
452;60899542;
453;59463500;
454;10489958;
455;61453416;
456;10831333;
457;10729500;
458;62585458;
459;63193291;
460;62922875;
461;62118000;
462;10920209;
463;64707792;
464;62796500;
465;64919541;
466;11140375;
467;11228958;
468;11280667;
469;65711833;
470;11605792;
471;11362417;
472;66525083;
473;11443542;
474;11689417;
475;66505250;
476;11525875;
477;11736792;
478;11738333;
479;11912416;
480;11840708;
481;11968750;
482;11941917;
483;11723958;
484;12094417;
485;12016208;
486;12249708;
487;12080125;
488;70585333;
489;12046958;
490;72079209;
491;12253792;
492;12352875;
493;12372791;
494;12479958;
495;12439709;
496;72070917;
497;12563792;
498;12673541;
499;12735917;
500;12725375;
501;12827208;
502;74770542;
503;74821208;
504;74889542;
505;12900750;
506;75570000;
507;74705042;
508;13278416;
509;13178208;
510;76648875;
