5;1000;
6;1000;
7;0;
8;1000;
9;1000;
10;1000;
11;1000;
12;2000;
13;1000;
14;1000;
15;2000;
16;2000;
17;2000;
18;2000;
19;2000;
20;2000;
21;2000;
22;2000;
23;2000;
24;2000;
25;2000;
26;2000;
27;2000;
28;3000;
29;3000;
30;3000;
31;3000;
32;3000;
33;3000;
34;3000;
35;3000;
36;3000;
37;3000;
38;4000;
39;4000;
40;4000;
41;4000;
42;4000;
43;6000;
44;4000;
45;5000;
46;4000;
47;4000;
48;5000;
49;4000;
50;5000;
51;5000;
52;4000;
53;5000;
54;5000;
55;5000;
56;4000;
57;5000;
58;5000;
59;5000;
60;5000;
61;6000;
62;8000;
63;5000;
64;6000;
65;6000;
66;6000;
67;8000;
68;7000;
69;6000;
70;7000;
71;7000;
72;6000;
73;7000;
74;8000;
75;7000;
76;7000;
77;7000;
78;7000;
79;7000;
80;8000;
81;7000;
82;8000;
83;7000;
84;8000;
85;7000;
86;8000;
87;8000;
88;8000;
89;11000;
90;9000;
91;10000;
92;10000;
93;10000;
94;10000;
95;10000;
96;26000;
97;11000;
98;11000;
99;11000;
100;10000;
101;10000;
102;11000;
103;11000;
104;11000;
105;30000;
106;13000;
107;12000;
108;12000;
109;12000;
110;12000;
111;12000;
112;11000;
113;12000;
114;12000;
115;13000;
116;13000;
117;13000;
118;12000;
119;13000;
120;12000;
121;13000;
122;13000;
123;13000;
124;14000;
125;13000;
126;13000;
127;14000;
128;14000;
129;14000;
130;14000;
131;13000;
132;14000;
133;14000;
134;13000;
135;14000;
136;15000;
137;14000;
138;14000;
139;15000;
140;15000;
141;15000;
142;15000;
143;15000;
144;15000;
145;14000;
146;17000;
147;15000;
148;15000;
149;16000;
150;16000;
151;16000;
152;16000;
153;16000;
154;17000;
155;17000;
156;17000;
157;16000;
158;17000;
159;18000;
160;16000;
161;17000;
162;17000;
163;17000;
164;17000;
165;18000;
166;17000;
167;18000;
168;17000;
169;19000;
170;18000;
171;18000;
172;17000;
173;19000;
174;18000;
175;18000;
176;18000;
177;19000;
178;23000;
179;18000;
180;20000;
181;20000;
182;20000;
183;20000;
184;20000;
185;21000;
186;20000;
187;19000;
188;20000;
189;21000;
190;21000;
191;20000;
192;21000;
193;21000;
194;23000;
195;21000;
196;22000;
197;21000;
198;22000;
199;22000;
200;22000;
201;22000;
202;22000;
203;39000;
204;23000;
205;53000;
206;34000;
207;33000;
208;33000;
209;31000;
210;36000;
211;31000;
212;31000;
213;27000;
214;21000;
215;21000;
216;22000;
217;22000;
218;21000;
219;22000;
220;21000;
221;22000;
222;22000;
223;22000;
224;21000;
225;21000;
226;23000;
227;23000;
228;23000;
229;21000;
230;22000;
231;23000;
232;24000;
233;23000;
234;22000;
235;40000;
236;22000;
237;22000;
238;24000;
239;24000;
240;23000;
241;37000;
242;24000;
243;24000;
244;24000;
245;25000;
246;24000;
247;26000;
248;23000;
249;25000;
250;25000;
251;26000;
252;23000;
253;25000;
254;25000;
255;26000;
256;24000;
257;23000;
258;25000;
259;25000;
260;24000;
261;25000;
262;26000;
263;26000;
264;26000;
265;24000;
266;25000;
267;26000;
268;26000;
269;48000;
270;26000;
271;26000;
272;27000;
273;26000;
274;29000;
275;29000;
276;27000;
277;26000;
278;26000;
279;30000;
280;29000;
281;28000;
282;28000;
283;27000;
284;29000;
285;27000;
286;30000;
287;28000;
288;27000;
289;29000;
290;30000;
291;30000;
292;29000;
293;28000;
294;28000;
295;29000;
296;29000;
297;29000;
298;30000;
299;29000;
300;29000;
301;29000;
302;32000;
303;29000;
304;29000;
305;29000;
306;29000;
307;28000;
308;29000;
309;29000;
310;51000;
311;29000;
312;31000;
313;31000;
314;31000;
315;32000;
316;31000;
317;32000;
318;30000;
319;31000;
320;33000;
321;32000;
322;31000;
323;33000;
324;33000;
325;31000;
326;32000;
327;32000;
328;33000;
329;33000;
330;32000;
331;33000;
332;33000;
333;31000;
334;32000;
335;32000;
336;31000;
337;31000;
338;28000;
339;29000;
340;28000;
341;30000;
342;28000;
343;30000;
344;29000;
345;29000;
346;29000;
347;49000;
348;28000;
349;31000;
350;31000;
351;28000;
352;30000;
353;29000;
354;29000;
355;30000;
356;30000;
357;51000;
358;31000;
359;30000;
360;31000;
361;30000;
362;30000;
363;30000;
364;29000;
365;30000;
366;29000;
367;30000;
368;30000;
369;30000;
370;30000;
371;41000;
372;39000;
373;42000;
374;39000;
375;40000;
376;40000;
377;39000;
378;40000;
379;40000;
380;38000;
381;41000;
382;39000;
383;40000;
384;38000;
385;39000;
386;40000;
387;41000;
388;41000;
389;40000;
390;38000;
391;47000;
392;41000;
393;42000;
394;40000;
395;88000;
396;42000;
397;44000;
398;42000;
399;41000;
400;42000;
401;39000;
402;37000;
403;35000;
404;36000;
405;38000;
406;36000;
407;61000;
408;38000;
409;38000;
410;38000;
411;39000;
412;36000;
413;38000;
414;38000;
415;40000;
416;38000;
417;36000;
418;37000;
419;37000;
420;37000;
421;37000;
422;37000;
423;38000;
424;38000;
425;38000;
426;39000;
427;39000;
428;39000;
429;45000;
430;60000;
431;39000;
432;40000;
433;39000;
434;39000;
435;92000;
436;39000;
437;38000;
438;115000;
439;40000;
440;40000;
441;40000;
442;40000;
443;41000;
444;41000;
445;40000;
446;39000;
447;40000;
448;42000;
449;40000;
450;41000;
451;40000;
452;40000;
453;40000;
454;40000;
455;44000;
456;41000;
457;41000;
458;40000;
459;41000;
460;41000;
461;42000;
462;41000;
463;41000;
464;41000;
465;41000;
466;41000;
467;42000;
468;40000;
469;40000;
470;42000;
471;40000;
472;44000;
473;41000;
474;43000;
475;41000;
476;42000;
477;41000;
478;39000;
479;41000;
480;42000;
481;38000;
482;38000;
483;38000;
484;38000;
485;38000;
486;40000;
487;38000;
488;37000;
489;40000;
490;38000;
491;36000;
492;37000;
493;38000;
494;37000;
495;37000;
496;39000;
497;38000;
498;42000;
499;39000;
500;40000;
501;66000;
502;40000;
503;38000;
504;39000;
505;39000;
506;39000;
507;38000;
508;39000;
509;39000;
510;39000;
511;39000;
512;39000;
513;40000;
514;38000;
515;36000;
516;36000;
517;36000;
518;36000;
519;35000;
520;36000;
521;36000;
522;35000;
523;35000;
524;36000;
525;36000;
526;37000;
527;36000;
528;36000;
529;36000;
530;35000;
531;36000;
532;35000;
533;36000;
